TAZ,id,Saudi_Male,Saudi_Fema,Total_Saud,Non_Saudi,Non_Saud_1,Total_Non_,Total_Pop,Area,sergios_data_TAZ_1,sergios_data_Saudi_Male,sergios_data_Saudi_Fema,sergios_data_Total_Saud,sergios_data_Non_Saudi,sergios_data_Non_Saud_1,sergios_data_Total_Non_,sergios_data_Total_Pop,sergios_data_Area,sergios_data_Perc,sergios_data_TAZ_12,sergios_data_Saudi_Ma_1,sergios_data_Saudi_Fe_1,sergios_data_Total_Sa_1,sergios_data_Non_Saudi_,sergios_data_Non_Saudi1,sergios_data_Total_Non1,sergios_data_Total_Po_1,sergios_data_Perc_Cont,sergios_data_Perc_Cat
1274,1274,4,5,9,22,13,35,44,,1274,4,5,9,22,13,35,44,0,0.8,1274,4,5,9,22,13,35,44,0.795455,4
1275,1275,0,0,0,0,0,0,0,,1275,0,0,0,0,0,0,0,0,0,1275,0,0,0,0,0,0,0,0,1
1276,1276,360,391,751,1551,916,2467,3218,,1276,360,391,751,1551,916,2467,3218,0,0.77,1276,360,391,751,1551,916,2467,3218,0.766625,4
1277,1277,5,6,11,27,16,43,54,,1277,5,6,11,27,16,43,54,0,0.8,1277,5,6,11,27,16,43,54,0.796296,4
1093,1093,0,0,0,0,0,0,0,,1093,0,0,0,0,0,0,0,0,0,1093,0,0,0,0,0,0,0,0,1
1289,1289,65,43,108,122,53,175,283,,1289,65,43,108,122,53,175,283,0,0.62,1289,65,43,108,122,53,175,283,0.618375,4
1290,1290,263,175,438,588,255,843,1281,,1290,263,175,438,588,255,843,1281,0,0.66,1290,263,175,438,588,255,843,1281,0.65808,4
1291,1291,61,40,101,127,55,182,283,,1291,61,40,101,127,55,182,283,0,0.64,1291,61,40,101,127,55,182,283,0.64311,4
1292,1292,422,281,703,844,366,1210,1913,,1292,422,281,703,844,366,1210,1913,0,0.63,1292,422,281,703,844,366,1210,1913,0.632514,4
1293,1293,293,195,488,612,265,877,1365,,1293,293,195,488,612,265,877,1365,0,0.64,1293,293,195,488,612,265,877,1365,0.642491,4
1296,1296,861,849,1710,3579,1492,5071,6781,,1296,861,849,1710,3579,1492,5071,6781,0,0.75,1296,861,849,1710,3579,1492,5071,6781,0.747825,4
1297,1297,378,372,750,1610,671,2281,3031,,1297,378,372,750,1610,671,2281,3031,0,0.75,1297,378,372,750,1610,671,2281,3031,0.752557,4
298,298,43,49,92,1247,408,1655,1747,,298,43,49,92,1247,408,1655,1747,0,0.95,298,43,49,92,1247,408,1655,1747,0.947338,5
1339,1339,9,4,13,461,182,643,656,,1339,9,4,13,461,182,643,656,0,0.98,1339,9,4,13,461,182,643,656,0.980183,5
1340,1340,31,12,43,1470,581,2051,2094,,1340,31,12,43,1470,581,2051,2094,0,0.98,1340,31,12,43,1470,581,2051,2094,0.979465,5
1337,1337,34,38,72,1173,383,1556,1628,,1337,34,38,72,1173,383,1556,1628,0,0.96,1337,34,38,72,1173,383,1556,1628,0.955774,5
279,279,26,20,46,661,231,892,938,,279,26,20,46,661,231,892,938,0,0.95,279,26,20,46,661,231,892,938,0.950959,5
1239,1239,83,97,180,1618,505,2123,2303,,1239,83,97,180,1618,505,2123,2303,0,0.92,1239,83,97,180,1618,505,2123,2303,0.921841,5
1246,1246,26,20,46,644,226,870,916,,1246,26,20,46,644,226,870,916,0,0.95,1246,26,20,46,644,226,870,916,0.949782,5
1247,1247,31,24,55,750,262,1012,1067,,1247,31,24,55,750,262,1012,1067,0,0.95,1247,31,24,55,750,262,1012,1067,0.948454,5
1248,1248,64,48,112,1469,514,1983,2095,,1248,64,48,112,1469,514,1983,2095,0,0.95,1248,64,48,112,1469,514,1983,2095,0.946539,5
1251,1251,31,23,54,696,243,939,993,,1251,31,23,54,696,243,939,993,0,0.95,1251,31,23,54,696,243,939,993,0.945619,5
1252,1252,112,84,196,2653,928,3581,3777,,1252,112,84,196,2653,928,3581,3777,0,0.95,1252,112,84,196,2653,928,3581,3777,0.948107,5
1253,1253,31,23,54,736,258,994,1048,,1253,31,23,54,736,258,994,1048,0,0.95,1253,31,23,54,736,258,994,1048,0.948473,5
1254,1254,50,37,87,1221,428,1649,1736,,1254,50,37,87,1221,428,1649,1736,0,0.95,1254,50,37,87,1221,428,1649,1736,0.949885,5
1353,1353,464,458,922,2083,869,2952,3874,,1353,464,458,922,2083,869,2952,3874,0,0.76,1353,464,458,922,2083,869,2952,3874,0.762003,4
315,315,524,516,1040,2354,982,3336,4376,,315,524,516,1040,2354,982,3336,4376,0,0.76,315,524,516,1040,2354,982,3336,4376,0.76234,4
1219,1219,38,26,64,193,126,319,383,,1219,38,26,64,193,126,319,383,0,0.83,1219,38,26,64,193,126,319,383,0.832898,5
1065,1065,1,1,2,4,2,6,8,,1065,1,1,2,4,2,6,8,0,0.75,1065,1,1,2,4,2,6,8,0.75,4
1062,1062,0,0,0,0,0,0,0,,1062,0,0,0,0,0,0,0,0,0,1062,0,0,0,0,0,0,0,0,1
1063,1063,55,41,96,892,622,1514,1610,,1063,55,41,96,892,622,1514,1610,0,0.94,1063,55,41,96,892,622,1514,1610,0.940373,5
1064,1064,22,16,38,35,25,60,98,,1064,22,16,38,35,25,60,98,0,0.61,1064,22,16,38,35,25,60,98,0.612245,4
1066,1066,6,4,10,80,56,136,146,,1066,6,4,10,80,56,136,146,0,0.93,1066,6,4,10,80,56,136,146,0.931507,5
1067,1067,23,18,41,74,52,126,167,,1067,23,18,41,74,52,126,167,0,0.75,1067,23,18,41,74,52,126,167,0.754491,4
655,655,118,76,194,84,78,162,356,,655,118,76,194,84,78,162,356,0,0.46,655,118,76,194,84,78,162,356,0.455056,3
231,231,101,109,210,618,322,940,1150,,231,101,109,210,618,322,940,1150,0,0.82,231,101,109,210,618,322,940,1150,0.817391,5
1141,1141,20,21,41,274,143,417,458,,1141,20,21,41,274,143,417,458,0,0.91,1141,20,21,41,274,143,417,458,0.91048,5
1128,1128,64,69,133,435,226,661,794,,1128,64,69,133,435,226,661,794,0,0.83,1128,64,69,133,435,226,661,794,0.832494,5
13,13,1636,1055,2691,1302,1213,2515,5206,,13,1636,1055,2691,1302,1213,2515,5206,0,0.48,13,1636,1055,2691,1302,1213,2515,5206,0.483096,3
621,621,0,0,0,0,0,0,0,,621,0,0,0,0,0,0,0,0,0,621,0,0,0,0,0,0,0,0,1
779,779,1,0,1,3,2,5,6,,779,1,0,1,3,2,5,6,0,0.83,779,1,0,1,3,2,5,6,0.833333,5
626,626,478,308,786,302,282,584,1370,,626,478,308,786,302,282,584,1370,0,0.43,626,478,308,786,302,282,584,1370,0.426277,3
17,17,1180,1082,2262,736,646,1382,3644,,17,1180,1082,2262,736,646,1382,3644,0,0.38,17,1180,1082,2262,736,646,1382,3644,0.379254,2
12,12,844,545,1389,195,182,377,1766,,12,844,545,1389,195,182,377,1766,0,0.21,12,844,545,1389,195,182,377,1766,0.213477,2
628,628,1199,773,1972,972,905,1877,3849,,628,1199,773,1972,972,905,1877,3849,0,0.49,628,1199,773,1972,972,905,1877,3849,0.487659,3
701,701,1667,1332,2999,1107,902,2009,5008,,701,1667,1332,2999,1107,902,2009,5008,0,0.4,701,1667,1332,2999,1107,902,2009,5008,0.401158,2
632,632,167,165,332,96,52,148,480,,632,167,165,332,96,52,148,480,0,0.31,632,167,165,332,96,52,148,480,0.308333,2
637,637,2843,2582,5425,1125,1657,2782,8207,,637,2843,2582,5425,1125,1657,2782,8207,0,0.34,637,2843,2582,5425,1125,1657,2782,8207,0.338979,2
638,638,686,622,1308,232,343,575,1883,,638,686,622,1308,232,343,575,1883,0,0.31,638,686,622,1308,232,343,575,1883,0.305364,2
5,5,1710,1553,3263,620,914,1534,4797,,5,1710,1553,3263,620,914,1534,4797,0,0.32,5,1710,1553,3263,620,914,1534,4797,0.319783,2
640,640,169,133,302,80,66,146,448,,640,169,133,302,80,66,146,448,0,0.33,640,169,133,302,80,66,146,448,0.325893,2
1023,1023,1669,1240,2909,6244,4814,11058,13967,,1023,1669,1240,2909,6244,4814,11058,13967,0,0.79,1023,1669,1240,2909,6244,4814,11058,13967,0.791723,4
1028,1028,110,99,209,100,63,163,372,,1028,110,99,209,100,63,163,372,0,0.44,1028,110,99,209,100,63,163,372,0.438172,3
1030,1030,9,7,16,53,53,106,122,,1030,9,7,16,53,53,106,122,0,0.87,1030,9,7,16,53,53,106,122,0.868852,5
1031,1031,3571,2446,6017,7532,5449,12981,18998,,1031,3571,2446,6017,7532,5449,12981,18998,0,0.68,1031,3571,2446,6017,7532,5449,12981,18998,0.683282,4
780,780,0,0,0,0,0,0,0,,780,0,0,0,0,0,0,0,0,0,780,0,0,0,0,0,0,0,0,1
782,782,2,2,4,7,5,12,16,,782,2,2,4,7,5,12,16,0,0.75,782,2,2,4,7,5,12,16,0.75,4
781,781,87,92,179,261,176,437,616,,781,87,92,179,261,176,437,616,0,0.71,781,87,92,179,261,176,437,616,0.709416,4
175,175,376,376,752,1550,966,2516,3268,,175,376,376,752,1550,966,2516,3268,0,0.77,175,376,376,752,1550,966,2516,3268,0.76989,4
1097,1097,16,11,27,11,11,22,49,,1097,16,11,27,11,11,22,49,0,0.45,1097,16,11,27,11,11,22,49,0.44898,3
1098,1098,27,19,46,70,71,141,187,,1098,27,19,46,70,71,141,187,0,0.75,1098,27,19,46,70,71,141,187,0.754011,4
269,269,0,0,0,0,0,0,0,,269,0,0,0,0,0,0,0,0,0,269,0,0,0,0,0,0,0,0,1
1458,1458,2690,2788,5478,646,646,1292,6770,,1458,2690,2788,5478,646,646,1292,6770,0,0.19,1458,2690,2788,5478,646,646,1292,6770,0.190842,1
429,429,102,129,231,234,74,308,539,,429,102,129,231,234,74,308,539,0,0.57,429,102,129,231,234,74,308,539,0.571429,3
1372,1372,4635,4431,9066,329,385,714,9780,,1372,4635,4431,9066,329,385,714,9780,0,0.07,1372,4635,4431,9066,329,385,714,9780,0.073006,1
1459,1459,1919,1988,3907,673,673,1346,5253,,1459,1919,1988,3907,673,673,1346,5253,0,0.26,1459,1919,1988,3907,673,673,1346,5253,0.256235,2
485,485,2018,2087,4105,185,508,693,4798,,485,2018,2087,4105,185,508,693,4798,0,0.14,485,2018,2087,4105,185,508,693,4798,0.144435,1
1401,1401,119,106,225,317,199,516,741,,1401,119,106,225,317,199,516,741,0,0.7,1401,119,106,225,317,199,516,741,0.696356,4
1402,1402,0,0,0,0,0,0,0,,1402,0,0,0,0,0,0,0,0,0,1402,0,0,0,0,0,0,0,0,1
712,712,1774,1430,3204,1483,1443,2926,6130,,712,1774,1430,3204,1483,1443,2926,6130,0,0.48,712,1774,1430,3204,1483,1443,2926,6130,0.477325,3
65,65,4392,3541,7933,2549,2481,5030,12963,,65,4392,3541,7933,2549,2481,5030,12963,0,0.39,65,4392,3541,7933,2549,2481,5030,12963,0.388027,2
721,721,2722,2475,5197,839,1679,2518,7715,,721,2722,2475,5197,839,1679,2518,7715,0,0.33,721,2722,2475,5197,839,1679,2518,7715,0.326377,2
81,81,3085,2805,5890,905,1810,2715,8605,,81,3085,2805,5890,905,1810,2715,8605,0,0.32,81,3085,2805,5890,905,1810,2715,8605,0.315514,2
722,722,1613,1467,3080,405,811,1216,4296,,722,1613,1467,3080,405,811,1216,4296,0,0.28,722,1613,1467,3080,405,811,1216,4296,0.283054,2
83,83,2355,1767,4122,1295,1578,2873,6995,,83,2355,1767,4122,1295,1578,2873,6995,0,0.41,83,2355,1767,4122,1295,1578,2873,6995,0.410722,3
750,750,1101,870,1971,1633,1974,3607,5578,,750,1101,870,1971,1633,1974,3607,5578,0,0.65,750,1101,870,1971,1633,1974,3607,5578,0.646648,4
751,751,0,0,0,0,0,0,0,,751,0,0,0,0,0,0,0,0,0,751,0,0,0,0,0,0,0,0,1
752,752,671,531,1202,715,865,1580,2782,,752,671,531,1202,715,865,1580,2782,0,0.57,752,671,531,1202,715,865,1580,2782,0.567937,3
753,753,0,0,0,0,0,0,0,,753,0,0,0,0,0,0,0,0,0,753,0,0,0,0,0,0,0,0,1
754,754,1904,1504,3408,1992,2408,4400,7808,,754,1904,1504,3408,1992,2408,4400,7808,0,0.56,754,1904,1504,3408,1992,2408,4400,7808,0.563525,3
734,734,707,553,1260,173,62,235,1495,,734,707,553,1260,173,62,235,1495,0,0.16,734,707,553,1260,173,62,235,1495,0.157191,1
735,735,1380,1079,2459,409,146,555,3014,,735,1380,1079,2459,409,146,555,3014,0,0.18,735,1380,1079,2459,409,146,555,3014,0.184141,1
612,612,0,0,0,33,0,33,33,,612,0,0,0,33,0,33,33,0,1,612,0,0,0,33,0,33,33,1,5
445,445,79,0,79,764,9,773,852,,445,79,0,79,764,9,773,852,0,0.91,445,79,0,79,764,9,773,852,0.907277,5
614,614,0,0,0,0,0,0,0,,614,0,0,0,0,0,0,0,0,0,614,0,0,0,0,0,0,0,0,1
351,351,3118,3246,6364,1636,1680,3316,9680,,351,3118,3246,6364,1636,1680,3316,9680,0,0.34,351,3118,3246,6364,1636,1680,3316,9680,0.342562,2
350,350,2690,2800,5490,1679,1724,3403,8893,,350,2690,2800,5490,1679,1724,3403,8893,0,0.38,350,2690,2800,5490,1679,1724,3403,8893,0.382661,2
1350,1350,25,16,41,175,86,261,302,,1350,25,16,41,175,86,261,302,0,0.86,1350,25,16,41,175,86,261,302,0.864238,5
1482,1482,33,20,53,196,96,292,345,,1482,33,20,53,196,96,292,345,0,0.85,1482,33,20,53,196,96,292,345,0.846377,5
1094,1094,5693,4946,10639,1249,2065,3314,13953,,1094,5693,4946,10639,1249,2065,3314,13953,0,0.24,1094,5693,4946,10639,1249,2065,3314,13953,0.237512,2
1095,1095,2396,2048,4444,2148,2632,4780,9224,,1095,2396,2048,4444,2148,2632,4780,9224,0,0.52,1095,2396,2048,4444,2148,2632,4780,9224,0.518213,3
111,111,2,1,3,7,5,12,15,,111,2,1,3,7,5,12,15,0,0.8,111,2,1,3,7,5,12,15,0.8,4
884,884,272,218,490,1007,739,1746,2236,,884,272,218,490,1007,739,1746,2236,0,0.78,884,272,218,490,1007,739,1746,2236,0.780859,4
885,885,15,12,27,39,28,67,94,,885,15,12,27,39,28,67,94,0,0.71,885,15,12,27,39,28,67,94,0.712766,4
1032,1032,395,283,678,1537,1560,3097,3775,,1032,395,283,678,1537,1560,3097,3775,0,0.82,1032,395,283,678,1537,1560,3097,3775,0.820397,5
48,48,56,45,101,46,54,100,201,,48,56,45,101,46,54,100,201,0,0.5,48,56,45,101,46,54,100,201,0.497512,3
1033,1033,198,140,338,88,84,172,510,,1033,198,140,338,88,84,172,510,0,0.34,1033,198,140,338,88,84,172,510,0.337255,2
412,412,0,0,0,0,0,0,0,,412,0,0,0,0,0,0,0,0,0,412,0,0,0,0,0,0,0,0,1
151,151,0,0,0,0,0,0,0,,151,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,1
482,482,210,188,398,10,6,16,414,,482,210,188,398,10,6,16,414,0,0.04,482,210,188,398,10,6,16,414,0.038647,1
378,378,7,0,7,521,0,521,528,,378,7,0,7,521,0,521,528,0,0.99,378,7,0,7,521,0,521,528,0.986742,5
1472,1472,15,0,15,1258,24,1282,1297,,1472,15,0,15,1258,24,1282,1297,0,0.99,1472,15,0,15,1258,24,1282,1297,0.988435,5
1473,1473,2,0,2,189,4,193,195,,1473,2,0,2,189,4,193,195,0,0.99,1473,2,0,2,189,4,193,195,0.989744,5
1474,1474,4,0,4,336,6,342,346,,1474,4,0,4,336,6,342,346,0,0.99,1474,4,0,4,336,6,342,346,0.988439,5
619,619,0,0,0,0,0,0,0,,619,0,0,0,0,0,0,0,0,0,619,0,0,0,0,0,0,0,0,1
1492,1492,0,0,0,0,0,0,0,,1492,0,0,0,0,0,0,0,0,0,1492,0,0,0,0,0,0,0,0,1
623,623,0,0,0,0,0,0,0,,623,0,0,0,0,0,0,0,0,0,623,0,0,0,0,0,0,0,0,1
624,624,1182,1135,2317,1076,1308,2384,4701,,624,1182,1135,2317,1076,1308,2384,4701,0,0.51,624,1182,1135,2317,1076,1308,2384,4701,0.507126,3
1071,1071,211,145,356,610,397,1007,1363,,1071,211,145,356,610,397,1007,1363,0,0.74,1071,211,145,356,610,397,1007,1363,0.738811,4
1072,1072,308,212,520,1108,721,1829,2349,,1072,308,212,520,1108,721,1829,2349,0,0.78,1072,308,212,520,1108,721,1829,2349,0.778629,4
1073,1073,275,189,464,1128,734,1862,2326,,1073,275,189,464,1128,734,1862,2326,0,0.8,1073,275,189,464,1128,734,1862,2326,0.800516,4
1230,1230,8,5,13,727,294,1021,1034,,1230,8,5,13,727,294,1021,1034,0,0.99,1230,8,5,13,727,294,1021,1034,0.987427,5
276,276,0,0,0,7,3,10,10,,276,0,0,0,7,3,10,10,0,1,276,0,0,0,7,3,10,10,1,5
303,303,307,241,548,1358,486,1844,2392,,303,307,241,548,1358,486,1844,2392,0,0.77,303,307,241,548,1358,486,1844,2392,0.770903,4
1479,1479,638,503,1141,2692,964,3656,4797,,1479,638,503,1141,2692,964,3656,4797,0,0.76,1479,638,503,1141,2692,964,3656,4797,0.762143,4
1321,1321,57,49,106,111,54,165,271,,1321,57,49,106,111,54,165,271,0,0.61,1321,57,49,106,111,54,165,271,0.608856,3
1322,1322,293,250,543,570,280,850,1393,,1322,293,250,543,570,280,850,1393,0,0.61,1322,293,250,543,570,280,850,1393,0.610194,4
1176,1176,87,59,146,219,142,361,507,,1176,87,59,146,219,142,361,507,0,0.71,1176,87,59,146,219,142,361,507,0.712032,4
1177,1177,26,18,44,134,87,221,265,,1177,26,18,44,134,87,221,265,0,0.83,1177,26,18,44,134,87,221,265,0.833962,5
1178,1178,237,163,400,1129,735,1864,2264,,1178,237,163,400,1129,735,1864,2264,0,0.82,1178,237,163,400,1129,735,1864,2264,0.823322,5
1179,1179,74,51,125,207,135,342,467,,1179,74,51,125,207,135,342,467,0,0.73,1179,74,51,125,207,135,342,467,0.732334,4
923,923,639,623,1262,744,704,1448,2710,,923,639,623,1262,744,704,1448,2710,0,0.53,923,639,623,1262,744,704,1448,2710,0.534317,3
263,263,170,165,335,62,58,120,455,,263,170,165,335,62,58,120,455,0,0.26,263,170,165,335,62,58,120,455,0.263736,2
924,924,302,294,596,164,155,319,915,,924,302,294,596,164,155,319,915,0,0.35,924,302,294,596,164,155,319,915,0.348634,2
925,925,631,614,1245,495,467,962,2207,,925,631,614,1245,495,467,962,2207,0,0.44,925,631,614,1245,495,467,962,2207,0.435886,3
926,926,621,605,1226,672,635,1307,2533,,926,621,605,1226,672,635,1307,2533,0,0.52,926,621,605,1226,672,635,1307,2533,0.515989,3
927,927,566,552,1118,676,639,1315,2433,,927,566,552,1118,676,639,1315,2433,0,0.54,927,566,552,1118,676,639,1315,2433,0.540485,3
929,929,1285,1000,2285,783,810,1593,3878,,929,1285,1000,2285,783,810,1593,3878,0,0.41,929,1285,1000,2285,783,810,1593,3878,0.410779,3
118,118,529,448,977,61,53,114,1091,,118,529,448,977,61,53,114,1091,0,0.1,118,529,448,977,61,53,114,1091,0.104491,1
917,917,547,487,1034,276,260,536,1570,,917,547,487,1034,276,260,536,1570,0,0.34,917,547,487,1034,276,260,536,1570,0.341401,2
918,918,952,848,1800,498,467,965,2765,,918,952,848,1800,498,467,965,2765,0,0.35,918,952,848,1800,498,467,965,2765,0.349005,2
919,919,1,1,2,3,2,5,7,,919,1,1,2,3,2,5,7,0,0.71,919,1,1,2,3,2,5,7,0.714286,4
920,920,8,8,16,22,21,43,59,,920,8,8,16,22,21,43,59,0,0.73,920,8,8,16,22,21,43,59,0.728814,4
116,116,19,19,38,347,116,463,501,,116,19,19,38,347,116,463,501,0,0.92,116,19,19,38,347,116,463,501,0.924152,5
824,824,0,0,0,0,0,0,0,,824,0,0,0,0,0,0,0,0,0,824,0,0,0,0,0,0,0,0,1
817,817,153,151,304,246,153,399,703,,817,153,151,304,246,153,399,703,0,0.57,817,153,151,304,246,153,399,703,0.567568,3
818,818,291,280,571,183,163,346,917,,818,291,280,571,183,163,346,917,0,0.38,818,291,280,571,183,163,346,917,0.377317,2
819,819,0,0,0,0,0,0,0,,819,0,0,0,0,0,0,0,0,0,819,0,0,0,0,0,0,0,0,1
886,886,482,387,869,1764,1294,3058,3927,,886,482,387,869,1764,1294,3058,3927,0,0.78,886,482,387,869,1764,1294,3058,3927,0.778711,4
887,887,0,0,0,0,0,0,0,,887,0,0,0,0,0,0,0,0,0,887,0,0,0,0,0,0,0,0,1
1052,1052,13,14,27,67,41,108,135,,1052,13,14,27,67,41,108,135,0,0.8,1052,13,14,27,67,41,108,135,0.8,4
1053,1053,0,0,0,0,0,0,0,,1053,0,0,0,0,0,0,0,0,0,1053,0,0,0,0,0,0,0,0,1
129,129,24,0,24,803,9,812,836,,129,24,0,24,803,9,812,836,0,0.97,129,24,0,24,803,9,812,836,0.971292,5
625,625,0,0,0,0,0,0,0,,625,0,0,0,0,0,0,0,0,0,625,0,0,0,0,0,0,0,0,1
737,737,709,688,1397,887,466,1353,2750,,737,709,688,1397,887,466,1353,2750,0,0.49,737,709,688,1397,887,466,1353,2750,0.492,3
66,66,741,718,1459,1223,643,1866,3325,,66,741,718,1459,1223,643,1866,3325,0,0.56,66,741,718,1459,1223,643,1866,3325,0.561203,3
738,738,872,847,1719,953,501,1454,3173,,738,872,847,1719,953,501,1454,3173,0,0.46,738,872,847,1719,953,501,1454,3173,0.458241,3
146,146,3951,3753,7704,1709,1505,3214,10918,,146,3951,3753,7704,1709,1505,3214,10918,0,0.29,146,3951,3753,7704,1709,1505,3214,10918,0.294376,2
909,909,5152,4893,10045,1940,1708,3648,13693,,909,5152,4893,10045,1940,1708,3648,13693,0,0.27,909,5152,4893,10045,1940,1708,3648,13693,0.266413,2
910,910,239,227,466,73,64,137,603,,910,239,227,466,73,64,137,603,0,0.23,910,239,227,466,73,64,137,603,0.227197,2
911,911,1202,1142,2344,1014,892,1906,4250,,911,1202,1142,2344,1014,892,1906,4250,0,0.45,911,1202,1142,2344,1014,892,1906,4250,0.448471,3
912,912,2942,2578,5520,2627,2701,5328,10848,,912,2942,2578,5520,2627,2701,5328,10848,0,0.49,912,2942,2578,5520,2627,2701,5328,10848,0.49115,3
820,820,222,214,436,82,73,155,591,,820,222,214,436,82,73,155,591,0,0.26,820,222,214,436,82,73,155,591,0.262267,2
821,821,122,117,239,63,56,119,358,,821,122,117,239,63,56,119,358,0,0.33,821,122,117,239,63,56,119,358,0.332402,2
822,822,161,155,316,205,183,388,704,,822,161,155,316,205,183,388,704,0,0.55,822,161,155,316,205,183,388,704,0.551136,3
823,823,102,98,200,104,92,196,396,,823,102,98,200,104,92,196,396,0,0.49,823,102,98,200,104,92,196,396,0.494949,3
253,253,352,342,694,325,308,633,1327,,253,352,342,694,325,308,633,1327,0,0.48,253,352,342,694,325,308,633,1327,0.477016,3
1404,1404,155,152,307,232,220,452,759,,1404,155,152,307,232,220,452,759,0,0.6,1404,155,152,307,232,220,452,759,0.59552,3
1405,1405,4,3,7,15,14,29,36,,1405,4,3,7,15,14,29,36,0,0.81,1405,4,3,7,15,14,29,36,0.805556,4
1406,1406,1,0,1,3,3,6,7,,1406,1,0,1,3,3,6,7,0,0.86,1406,1,0,1,3,3,6,7,0.857143,5
960,960,1184,994,2178,380,265,645,2823,,960,1184,994,2178,380,265,645,2823,0,0.23,960,1184,994,2178,380,265,645,2823,0.22848,2
270,270,0,0,0,0,0,0,0,,270,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,0,0,0,1
1165,1165,71,48,119,228,149,377,496,,1165,71,48,119,228,149,377,496,0,0.76,1165,71,48,119,228,149,377,496,0.760081,4
1312,1312,894,873,1767,534,736,1270,3037,,1312,894,873,1767,534,736,1270,3037,0,0.42,1312,894,873,1767,534,736,1270,3037,0.418176,3
1313,1313,868,848,1716,550,758,1308,3024,,1313,868,848,1716,550,758,1308,3024,0,0.43,1313,868,848,1716,550,758,1308,3024,0.43254,3
1314,1314,1008,985,1993,1070,1476,2546,4539,,1314,1008,985,1993,1070,1476,2546,4539,0,0.56,1314,1008,985,1993,1070,1476,2546,4539,0.560917,3
312,312,1288,1408,2696,7286,4467,11753,14449,,312,1288,1408,2696,7286,4467,11753,14449,0,0.81,312,1288,1408,2696,7286,4467,11753,14449,0.813413,5
1281,1281,377,413,790,2098,1287,3385,4175,,1281,377,413,790,2098,1287,3385,4175,0,0.81,1281,377,413,790,2098,1287,3385,4175,0.810778,5
1282,1282,326,357,683,1862,1142,3004,3687,,1282,326,357,683,1862,1142,3004,3687,0,0.81,1282,326,357,683,1862,1142,3004,3687,0.814755,5
1279,1279,353,385,738,1976,1212,3188,3926,,1279,353,385,738,1976,1212,3188,3926,0,0.81,1279,353,385,738,1976,1212,3188,3926,0.812022,5
1022,1022,1297,1176,2473,148,403,551,3024,,1022,1297,1176,2473,148,403,551,3024,0,0.18,1022,1297,1176,2473,148,403,551,3024,0.182209,1
1013,1013,0,0,0,0,0,0,0,,1013,0,0,0,0,0,0,0,0,0,1013,0,0,0,0,0,0,0,0,1
1012,1012,0,0,0,0,0,0,0,,1012,0,0,0,0,0,0,0,0,0,1012,0,0,0,0,0,0,0,0,1
996,996,2266,2078,4344,882,572,1454,5798,,996,2266,2078,4344,882,572,1454,5798,0,0.25,996,2266,2078,4344,882,572,1454,5798,0.250776,2
997,997,1022,937,1959,483,314,797,2756,,997,1022,937,1959,483,314,797,2756,0,0.29,997,1022,937,1959,483,314,797,2756,0.289187,2
998,998,1216,1116,2332,621,403,1024,3356,,998,1216,1116,2332,621,403,1024,3356,0,0.31,998,1216,1116,2332,621,403,1024,3356,0.305125,2
995,995,1065,977,2042,470,305,775,2817,,995,1065,977,2042,470,305,775,2817,0,0.28,995,1065,977,2042,470,305,775,2817,0.275115,2
1419,1419,2010,1678,3688,851,1506,2357,6045,,1419,2010,1678,3688,851,1506,2357,6045,0,0.39,1419,2010,1678,3688,851,1506,2357,6045,0.389909,2
1008,1008,0,0,0,0,0,0,0,,1008,0,0,0,0,0,0,0,0,0,1008,0,0,0,0,0,0,0,0,1
1014,1014,0,0,0,0,0,0,0,,1014,0,0,0,0,0,0,0,0,0,1014,0,0,0,0,0,0,0,0,1
1018,1018,3500,2955,6455,946,420,1366,7821,,1018,3500,2955,6455,946,420,1366,7821,0,0.17,1018,3500,2955,6455,946,420,1366,7821,0.174658,1
1020,1020,3291,2778,6069,865,384,1249,7318,,1020,3291,2778,6069,865,384,1249,7318,0,0.17,1020,3291,2778,6069,865,384,1249,7318,0.170675,1
683,683,3414,2882,6296,1473,654,2127,8423,,683,3414,2882,6296,1473,654,2127,8423,0,0.25,683,3414,2882,6296,1473,654,2127,8423,0.252523,2
1021,1021,1943,1640,3583,929,412,1341,4924,,1021,1943,1640,3583,929,412,1341,4924,0,0.27,1021,1943,1640,3583,929,412,1341,4924,0.27234,2
1453,1453,506,554,1060,43,29,72,1132,,1453,506,554,1060,43,29,72,1132,0,0.06,1453,506,554,1060,43,29,72,1132,0.063604,1
825,825,22,22,44,247,82,329,373,,825,22,22,44,247,82,329,373,0,0.88,825,22,22,44,247,82,329,373,0.882038,5
710,710,1130,880,2010,929,650,1579,3589,,710,1130,880,2010,929,650,1579,3589,0,0.44,710,1130,880,2010,929,650,1579,3589,0.439955,3
59,59,423,330,753,468,327,795,1548,,59,423,330,753,468,327,795,1548,0,0.51,59,423,330,753,468,327,795,1548,0.513566,3
711,711,6,4,10,1,0,1,11,,711,6,4,10,1,0,1,11,0,0.09,711,6,4,10,1,0,1,11,0.090909,1
707,707,724,563,1287,460,321,781,2068,,707,724,563,1287,460,321,781,2068,0,0.38,707,724,563,1287,460,321,781,2068,0.37766,2
63,63,1040,809,1849,655,458,1113,2962,,63,1040,809,1849,655,458,1113,2962,0,0.38,63,1040,809,1849,655,458,1113,2962,0.37576,2
