TAZ,id,Saudi_Male,Saudi_Fema,Total_Saud,Non_Saudi,Non_Saud_1,Total_Non_,Total_Pop,Area,sergios_data_TAZ_1,sergios_data_Saudi_Male,sergios_data_Saudi_Fema,sergios_data_Total_Saud,sergios_data_Non_Saudi,sergios_data_Non_Saud_1,sergios_data_Total_Non_,sergios_data_Total_Pop,sergios_data_Area,sergios_data_Perc,sergios_data_TAZ_12,sergios_data_Saudi_Ma_1,sergios_data_Saudi_Fe_1,sergios_data_Total_Sa_1,sergios_data_Non_Saudi_,sergios_data_Non_Saudi1,sergios_data_Total_Non1,sergios_data_Total_Po_1,sergios_data_Perc_Cont,sergios_data_Perc_Cat
467,467,13707,13201,26908,1984,1288,3272,30180,,467,13707,13201,26908,1984,1288,3272,30180,0,0.11,467,13707,13201,26908,1984,1288,3272,30180,0.108416,1
1387,1387,2452,2361,4813,993,644,1637,6450,,1387,2452,2361,4813,993,644,1637,6450,0,0.25,1387,2452,2361,4813,993,644,1637,6450,0.253798,2
1389,1389,1856,1775,3631,108,126,234,3865,,1389,1856,1775,3631,108,126,234,3865,0,0.06,1389,1856,1775,3631,108,126,234,3865,0.060543,1
470,470,9048,9357,18405,858,2348,3206,21611,,470,9048,9357,18405,858,2348,3206,21611,0,0.15,470,9048,9357,18405,858,2348,3206,21611,0.14835,1
471,471,7788,8055,15843,725,1985,2710,18553,,471,7788,8055,15843,725,1985,2710,18553,0,0.15,471,7788,8055,15843,725,1985,2710,18553,0.146068,1
1110,1110,1420,1302,2722,612,565,1177,3899,,1110,1420,1302,2722,612,565,1177,3899,0,0.3,1110,1420,1302,2722,612,565,1177,3899,0.301872,2
473,473,4599,4502,9101,2575,717,3292,12393,,473,4599,4502,9101,2575,717,3292,12393,0,0.27,473,4599,4502,9101,2575,717,3292,12393,0.265634,2
474,474,6085,5958,12043,4256,1186,5442,17485,,474,6085,5958,12043,4256,1186,5442,17485,0,0.31,474,6085,5958,12043,4256,1186,5442,17485,0.311238,2
475,475,6230,5712,11942,1645,1518,3163,15105,,475,6230,5712,11942,1645,1518,3163,15105,0,0.21,475,6230,5712,11942,1645,1518,3163,15105,0.209401,1
476,476,5836,4989,10825,1111,1362,2473,13298,,476,5836,4989,10825,1111,1362,2473,13298,0,0.19,476,5836,4989,10825,1111,1362,2473,13298,0.185968,1
477,477,4989,4266,9255,660,809,1469,10724,,477,4989,4266,9255,660,809,1469,10724,0,0.14,477,4989,4266,9255,660,809,1469,10724,0.136982,1
478,478,6805,6389,13194,8330,4259,12589,25783,,478,6805,6389,13194,8330,4259,12589,25783,0,0.49,478,6805,6389,13194,8330,4259,12589,25783,0.488267,3
479,479,259,252,511,13,25,38,549,,479,259,252,511,13,25,38,549,0,0.07,479,259,252,511,13,25,38,549,0.069217,1
1400,1400,644,577,1221,373,235,608,1829,,1400,644,577,1221,373,235,608,1829,0,0.33,1400,644,577,1221,373,235,608,1829,0.332422,2
1489,1489,0,0,0,0,0,0,0,,1489,0,0,0,0,0,0,0,0,0,1489,0,0,0,0,0,0,0,0,1
483,483,1364,1226,2590,85,49,134,2724,,483,1364,1226,2590,85,49,134,2724,0,0.05,483,1364,1226,2590,85,49,134,2724,0.049192,1
486,486,8994,8542,17536,0,395,395,17931,,486,8994,8542,17536,0,395,395,17931,0,0.02,486,8994,8542,17536,0,395,395,17931,0.022029,1
1438,1438,476,371,847,98,49,147,994,,1438,476,371,847,98,49,147,994,0,0.15,1438,476,371,847,98,49,147,994,0.147887,1
488,488,352,297,649,20,9,29,678,,488,352,297,649,20,9,29,678,0,0.04,488,352,297,649,20,9,29,678,0.042773,1
489,489,6230,5260,11490,2036,904,2940,14430,,489,6230,5260,11490,2036,904,2940,14430,0,0.2,489,6230,5260,11490,2036,904,2940,14430,0.203742,1
1015,1015,1460,1232,2692,485,215,700,3392,,1015,1460,1232,2692,485,215,700,3392,0,0.21,1015,1460,1232,2692,485,215,700,3392,0.206368,1
491,491,6435,5433,11868,1747,776,2523,14391,,491,6435,5433,11868,1747,776,2523,14391,0,0.18,491,6435,5433,11868,1747,776,2523,14391,0.175318,1
492,492,1295,1094,2389,901,400,1301,3690,,492,1295,1094,2389,901,400,1301,3690,0,0.35,492,1295,1094,2389,901,400,1301,3690,0.352575,2
493,493,0,0,0,0,0,0,0,,493,0,0,0,0,0,0,0,0,0,493,0,0,0,0,0,0,0,0,1
1441,1441,0,0,0,0,0,0,0,,1441,0,0,0,0,0,0,0,0,0,1441,0,0,0,0,0,0,0,0,1
495,495,1951,1986,3937,190,218,408,4345,,495,1951,1986,3937,190,218,408,4345,0,0.09,495,1951,1986,3937,190,218,408,4345,0.093901,1
496,496,2396,2264,4660,302,452,754,5414,,496,2396,2264,4660,302,452,754,5414,0,0.14,496,2396,2264,4660,302,452,754,5414,0.139269,1
497,497,35,36,71,49,30,79,150,,497,35,36,71,49,30,79,150,0,0.53,497,35,36,71,49,30,79,150,0.526667,3
498,498,3614,3715,7329,1038,635,1673,9002,,498,3614,3715,7329,1038,635,1673,9002,0,0.19,498,3614,3715,7329,1038,635,1673,9002,0.185848,1
499,499,5989,5743,11732,2764,3102,5866,17598,,499,5989,5743,11732,2764,3102,5866,17598,0,0.33,499,5989,5743,11732,2764,3102,5866,17598,0.333333,2
500,500,0,0,0,0,0,0,0,,500,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,1
501,501,168,162,330,10,11,21,351,,501,168,162,330,10,11,21,351,0,0.06,501,168,162,330,10,11,21,351,0.059829,1
502,502,1514,1451,2965,1411,1583,2994,5959,,502,1514,1451,2965,1411,1583,2994,5959,0,0.5,502,1514,1451,2965,1411,1583,2994,5959,0.502433,3
503,503,0,0,0,0,0,0,0,,503,0,0,0,0,0,0,0,0,0,503,0,0,0,0,0,0,0,0,1
504,504,591,567,1158,226,254,480,1638,,504,591,567,1158,226,254,480,1638,0,0.29,504,591,567,1158,226,254,480,1638,0.29304,2
505,505,6787,6507,13294,2014,2262,4276,17570,,505,6787,6507,13294,2014,2262,4276,17570,0,0.24,505,6787,6507,13294,2014,2262,4276,17570,0.243369,2
506,506,0,0,0,0,0,0,0,,506,0,0,0,0,0,0,0,0,0,506,0,0,0,0,0,0,0,0,1
1329,1329,6766,6065,12831,838,651,1489,14320,,1329,6766,6065,12831,838,651,1489,14320,0,0.1,1329,6766,6065,12831,838,651,1489,14320,0.10398,1
508,508,4593,3909,8502,3407,1672,5079,13581,,508,4593,3909,8502,3407,1672,5079,13581,0,0.37,508,4593,3909,8502,3407,1672,5079,13581,0.373978,2
509,509,10,12,22,237,122,359,381,,509,10,12,22,237,122,359,381,0,0.94,509,10,12,22,237,122,359,381,0.942257,5
510,510,0,0,0,264,0,264,264,,510,0,0,0,264,0,264,264,0,1,510,0,0,0,264,0,264,264,1,5
511,511,0,0,0,0,0,0,0,,511,0,0,0,0,0,0,0,0,0,511,0,0,0,0,0,0,0,0,1
512,512,2,2,4,14,7,21,25,,512,2,2,4,14,7,21,25,0,0.84,512,2,2,4,14,7,21,25,0.84,5
513,513,0,0,0,0,0,0,0,,513,0,0,0,0,0,0,0,0,0,513,0,0,0,0,0,0,0,0,1
514,514,1660,1617,3277,466,291,757,4034,,514,1660,1617,3277,466,291,757,4034,0,0.19,514,1660,1617,3277,466,291,757,4034,0.187655,1
516,516,0,0,0,0,0,0,0,,516,0,0,0,0,0,0,0,0,0,516,0,0,0,0,0,0,0,0,1
517,517,36,36,72,10,7,17,89,,517,36,36,72,10,7,17,89,0,0.19,517,36,36,72,10,7,17,89,0.191011,1
518,518,0,0,0,27,22,49,49,,518,0,0,0,27,22,49,49,0,1,518,0,0,0,27,22,49,49,1,5
519,519,0,0,0,0,0,0,0,,519,0,0,0,0,0,0,0,0,0,519,0,0,0,0,0,0,0,0,1
522,522,0,0,0,0,0,0,0,,522,0,0,0,0,0,0,0,0,0,522,0,0,0,0,0,0,0,0,1
523,523,0,0,0,0,0,0,0,,523,0,0,0,0,0,0,0,0,0,523,0,0,0,0,0,0,0,0,1
524,524,0,0,0,0,0,0,0,,524,0,0,0,0,0,0,0,0,0,524,0,0,0,0,0,0,0,0,1
525,525,0,0,0,0,0,0,0,,525,0,0,0,0,0,0,0,0,0,525,0,0,0,0,0,0,0,0,1
527,527,0,0,0,0,0,0,0,,527,0,0,0,0,0,0,0,0,0,527,0,0,0,0,0,0,0,0,1
528,528,0,0,0,0,0,0,0,,528,0,0,0,0,0,0,0,0,0,528,0,0,0,0,0,0,0,0,1
530,530,0,0,0,0,0,0,0,,530,0,0,0,0,0,0,0,0,0,530,0,0,0,0,0,0,0,0,1
531,531,0,0,0,0,0,0,0,,531,0,0,0,0,0,0,0,0,0,531,0,0,0,0,0,0,0,0,1
533,533,0,0,0,0,0,0,0,,533,0,0,0,0,0,0,0,0,0,533,0,0,0,0,0,0,0,0,1
535,535,0,0,0,0,0,0,0,,535,0,0,0,0,0,0,0,0,0,535,0,0,0,0,0,0,0,0,1
552,552,0,0,0,0,0,0,0,,552,0,0,0,0,0,0,0,0,0,552,0,0,0,0,0,0,0,0,1
550,550,0,0,0,81,0,81,81,,550,0,0,0,81,0,81,81,0,1,550,0,0,0,81,0,81,81,1,5
551,551,0,0,0,67,0,67,67,,551,0,0,0,67,0,67,67,0,1,551,0,0,0,67,0,67,67,1,5
561,561,0,0,0,0,0,0,0,,561,0,0,0,0,0,0,0,0,0,561,0,0,0,0,0,0,0,0,1
587,587,0,0,0,0,0,0,0,,587,0,0,0,0,0,0,0,0,0,587,0,0,0,0,0,0,0,0,1
571,571,0,0,0,0,0,0,0,,571,0,0,0,0,0,0,0,0,0,571,0,0,0,0,0,0,0,0,1
593,593,0,0,0,0,0,0,0,,593,0,0,0,0,0,0,0,0,0,593,0,0,0,0,0,0,0,0,1
595,595,3,1,4,1,0,1,5,,595,3,1,4,1,0,1,5,0,0.2,595,3,1,4,1,0,1,5,0.2,1
678,678,1560,1397,2957,745,468,1213,4170,,678,1560,1397,2957,745,468,1213,4170,0,0.29,678,1560,1397,2957,745,468,1213,4170,0.290887,2
565,565,0,0,0,184,0,184,184,,565,0,0,0,184,0,184,184,0,1,565,0,0,0,184,0,184,184,1,5
660,660,24690,22402,47092,1178,3219,4397,51489,,660,24690,22402,47092,1178,3219,4397,51489,0,0.09,660,24690,22402,47092,1178,3219,4397,51489,0.085397,1
1368,1368,213,186,399,128,0,128,527,,1368,213,186,399,128,0,128,527,0,0.24,1368,213,186,399,128,0,128,527,0.242884,2
663,663,0,0,0,0,0,0,0,,663,0,0,0,0,0,0,0,0,0,663,0,0,0,0,0,0,0,0,1
665,665,0,0,0,0,0,0,0,,665,0,0,0,0,0,0,0,0,0,665,0,0,0,0,0,0,0,0,1
669,669,0,0,0,0,0,0,0,,669,0,0,0,0,0,0,0,0,0,669,0,0,0,0,0,0,0,0,1
673,673,757,858,1615,0,44,44,1659,,673,757,858,1615,0,44,44,1659,0,0.03,673,757,858,1615,0,44,44,1659,0.026522,1
613,613,0,0,0,0,0,0,0,,613,0,0,0,0,0,0,0,0,0,613,0,0,0,0,0,0,0,0,1
680,680,0,0,0,0,0,0,0,,680,0,0,0,0,0,0,0,0,0,680,0,0,0,0,0,0,0,0,1
1019,1019,11,10,21,12,5,17,38,,1019,11,10,21,12,5,17,38,0,0.45,1019,11,10,21,12,5,17,38,0.447368,3
684,684,0,0,0,0,0,0,0,,684,0,0,0,0,0,0,0,0,0,684,0,0,0,0,0,0,0,0,1
685,685,4099,3993,8092,547,342,889,8981,,685,4099,3993,8092,547,342,889,8981,0,0.1,685,4099,3993,8092,547,342,889,8981,0.098987,1
686,686,0,0,0,27,22,49,49,,686,0,0,0,27,22,49,49,0,1,686,0,0,0,27,22,49,49,1,5
688,688,1276,1244,2520,342,214,556,3076,,688,1276,1244,2520,342,214,556,3076,0,0.18,688,1276,1244,2520,342,214,556,3076,0.180754,1
690,690,0,0,0,3,0,3,3,,690,0,0,0,3,0,3,3,0,1,690,0,0,0,3,0,3,3,1,5
692,692,0,0,0,0,0,0,0,,692,0,0,0,0,0,0,0,0,0,692,0,0,0,0,0,0,0,0,1
693,693,0,0,0,0,0,0,0,,693,0,0,0,0,0,0,0,0,0,693,0,0,0,0,0,0,0,0,1
694,694,33,29,62,29,19,48,110,,694,33,29,62,29,19,48,110,0,0.44,694,33,29,62,29,19,48,110,0.436364,3
699,699,0,0,0,0,0,0,0,,699,0,0,0,0,0,0,0,0,0,699,0,0,0,0,0,0,0,0,1
2,2,5956,6943,12899,1943,2738,4681,17580,,2,5956,6943,12899,1943,2738,4681,17580,0,0.27,2,5956,6943,12899,1943,2738,4681,17580,0.266268,2
3,3,4339,4385,8724,2425,1189,3614,12338,,3,4339,4385,8724,2425,1189,3614,12338,0,0.29,3,4339,4385,8724,2425,1189,3614,12338,0.292916,2
661,661,0,0,0,0,0,0,0,,661,0,0,0,0,0,0,0,0,0,661,0,0,0,0,0,0,0,0,1
554,554,0,0,0,0,0,0,0,,554,0,0,0,0,0,0,0,0,0,554,0,0,0,0,0,0,0,0,1
553,553,0,0,0,0,0,0,0,,553,0,0,0,0,0,0,0,0,0,553,0,0,0,0,0,0,0,0,1
549,549,0,0,0,0,0,0,0,,549,0,0,0,0,0,0,0,0,0,549,0,0,0,0,0,0,0,0,1
368,368,54027,50807,104834,6347,5237,11584,116418,,368,54027,50807,104834,6347,5237,11584,116418,0,0.1,368,54027,50807,104834,6347,5237,11584,116418,0.099504,1
646,646,0,0,0,0,0,0,0,,646,0,0,0,0,0,0,0,0,0,646,0,0,0,0,0,0,0,0,1
647,647,0,0,0,0,0,0,0,,647,0,0,0,0,0,0,0,0,0,647,0,0,0,0,0,0,0,0,1
622,622,0,0,0,0,0,0,0,,622,0,0,0,0,0,0,0,0,0,622,0,0,0,0,0,0,0,0,1
644,644,0,0,0,0,0,0,0,,644,0,0,0,0,0,0,0,0,0,644,0,0,0,0,0,0,0,0,1
642,642,0,0,0,0,0,0,0,,642,0,0,0,0,0,0,0,0,0,642,0,0,0,0,0,0,0,0,1
630,630,0,0,0,0,0,0,0,,630,0,0,0,0,0,0,0,0,0,630,0,0,0,0,0,0,0,0,1
635,635,0,0,0,0,0,0,0,,635,0,0,0,0,0,0,0,0,0,635,0,0,0,0,0,0,0,0,1
636,636,0,0,0,0,0,0,0,,636,0,0,0,0,0,0,0,0,0,636,0,0,0,0,0,0,0,0,1
641,641,0,0,0,0,0,0,0,,641,0,0,0,0,0,0,0,0,0,641,0,0,0,0,0,0,0,0,1
633,633,0,0,0,0,0,0,0,,633,0,0,0,0,0,0,0,0,0,633,0,0,0,0,0,0,0,0,1
681,681,0,0,0,0,0,0,0,,681,0,0,0,0,0,0,0,0,0,681,0,0,0,0,0,0,0,0,1
689,689,0,0,0,0,0,0,0,,689,0,0,0,0,0,0,0,0,0,689,0,0,0,0,0,0,0,0,1
651,651,0,0,0,0,0,0,0,,651,0,0,0,0,0,0,0,0,0,651,0,0,0,0,0,0,0,0,1
150,150,7,7,14,7,5,12,26,,150,7,7,14,7,5,12,26,0,0.46,150,7,7,14,7,5,12,26,0.461538,3
650,650,768,609,1377,179,90,269,1646,,650,768,609,1377,179,90,269,1646,0,0.16,650,768,609,1377,179,90,269,1646,0.163426,1
406,406,2638,2570,5208,696,435,1131,6339,,406,2638,2570,5208,696,435,1131,6339,0,0.18,406,2638,2570,5208,696,435,1131,6339,0.178419,1
422,422,989,783,1772,117,117,234,2006,,422,989,783,1772,117,117,234,2006,0,0.12,422,989,783,1772,117,117,234,2006,0.11665,1
420,420,516,462,978,1323,832,2155,3133,,420,516,462,978,1323,832,2155,3133,0,0.69,420,516,462,978,1323,832,2155,3133,0.687839,4
421,421,224,201,425,45,29,74,499,,421,224,201,425,45,29,74,499,0,0.15,421,224,201,425,45,29,74,499,0.148297,1
538,538,80,57,137,3,3,6,143,,538,80,57,137,3,3,6,143,0,0.04,538,80,57,137,3,3,6,143,0.041958,1
539,539,0,0,0,0,0,0,0,,539,0,0,0,0,0,0,0,0,0,539,0,0,0,0,0,0,0,0,1
419,419,4,3,7,12,7,19,26,,419,4,3,7,12,7,19,26,0,0.73,419,4,3,7,12,7,19,26,0.730769,4
8,8,1099,984,2083,183,115,298,2381,,8,1099,984,2083,183,115,298,2381,0,0.13,8,1099,984,2083,183,115,298,2381,0.125157,1
559,559,0,0,0,49,0,49,49,,559,0,0,0,49,0,49,49,0,1,559,0,0,0,49,0,49,49,1,5
548,548,523,373,896,316,362,678,1574,,548,523,373,896,316,362,678,1574,0,0.43,548,523,373,896,316,362,678,1574,0.43075,3
410,410,4,3,7,2,3,5,12,,410,4,3,7,2,3,5,12,0,0.42,410,4,3,7,2,3,5,12,0.416667,3
537,537,0,0,0,0,0,0,0,,537,0,0,0,0,0,0,0,0,0,537,0,0,0,0,0,0,0,0,1
540,540,4,3,7,2,3,5,12,,540,4,3,7,2,3,5,12,0,0.42,540,4,3,7,2,3,5,12,0.416667,3
556,556,0,0,0,27,0,27,27,,556,0,0,0,27,0,27,27,0,1,556,0,0,0,27,0,27,27,1,5
557,557,0,0,0,175,0,175,175,,557,0,0,0,175,0,175,175,0,1,557,0,0,0,175,0,175,175,1,5
643,643,484,313,797,102,95,197,994,,643,484,313,797,102,95,197,994,0,0.2,643,484,313,797,102,95,197,994,0.198189,1
423,423,2328,1844,4172,137,137,274,4446,,423,2328,1844,4172,137,137,274,4446,0,0.06,423,2328,1844,4172,137,137,274,4446,0.061628,1
9,9,2857,2264,5121,619,619,1238,6359,,9,2857,2264,5121,619,619,1238,6359,0,0.19,9,2857,2264,5121,619,619,1238,6359,0.194685,1
418,418,162,145,307,64,40,104,411,,418,162,145,307,64,40,104,411,0,0.25,418,162,145,307,64,40,104,411,0.253041,2
536,536,0,0,0,0,0,0,0,,536,0,0,0,0,0,0,0,0,0,536,0,0,0,0,0,0,0,0,1
417,417,1131,1013,2144,189,118,307,2451,,417,1131,1013,2144,189,118,307,2451,0,0.13,417,1131,1013,2144,189,118,307,2451,0.125255,1
408,408,261,187,448,14,15,29,477,,408,261,187,448,14,15,29,477,0,0.06,408,261,187,448,14,15,29,477,0.060797,1
53,53,2557,2196,4753,558,1030,1588,6341,,53,2557,2196,4753,558,1030,1588,6341,0,0.25,53,2557,2196,4753,558,1030,1588,6341,0.250434,2
437,437,2436,2276,4712,205,819,1024,5736,,437,2436,2276,4712,205,819,1024,5736,0,0.18,437,2436,2276,4712,205,819,1024,5736,0.178522,1
50,50,195,97,292,3,2,5,297,,50,195,97,292,3,2,5,297,0,0.02,50,195,97,292,3,2,5,297,0.016835,1
409,409,0,0,0,0,0,0,0,,409,0,0,0,0,0,0,0,0,0,409,0,0,0,0,0,0,0,0,1
545,545,0,0,0,0,0,0,0,,545,0,0,0,0,0,0,0,0,0,545,0,0,0,0,0,0,0,0,1
441,441,0,0,0,0,0,0,0,,441,0,0,0,0,0,0,0,0,0,441,0,0,0,0,0,0,0,0,1
436,436,110,103,213,59,236,295,508,,436,110,103,213,59,236,295,508,0,0.58,436,110,103,213,59,236,295,508,0.580709,3
435,435,38,36,74,17,69,86,160,,435,38,36,74,17,69,86,160,0,0.54,435,38,36,74,17,69,86,160,0.5375,3
532,532,0,0,0,0,0,0,0,,532,0,0,0,0,0,0,0,0,0,532,0,0,0,0,0,0,0,0,1
543,543,0,0,0,18,0,18,18,,543,0,0,0,18,0,18,18,0,1,543,0,0,0,18,0,18,18,1,5
544,544,0,0,0,14,0,14,14,,544,0,0,0,14,0,14,14,0,1,544,0,0,0,14,0,14,14,1,5
433,433,1239,1175,2414,170,238,408,2822,,433,1239,1175,2414,170,238,408,2822,0,0.14,433,1239,1175,2414,170,238,408,2822,0.144578,1
600,600,2360,1822,4182,925,337,1262,5444,,600,2360,1822,4182,925,337,1262,5444,0,0.23,600,2360,1822,4182,925,337,1262,5444,0.231815,2
698,698,0,0,0,0,0,0,0,,698,0,0,0,0,0,0,0,0,0,698,0,0,0,0,0,0,0,0,1
583,583,1400,1151,2551,165,83,248,2799,,583,1400,1151,2551,165,83,248,2799,0,0.09,583,1400,1151,2551,165,83,248,2799,0.088603,1
542,542,0,0,0,9,0,9,9,,542,0,0,0,9,0,9,9,0,1,542,0,0,0,9,0,9,9,1,5
547,547,0,0,0,9,0,9,9,,547,0,0,0,9,0,9,9,0,1,547,0,0,0,9,0,9,9,1,5
588,588,1424,1171,2595,43,21,64,2659,,588,1424,1171,2595,43,21,64,2659,0,0.02,588,1424,1171,2595,43,21,64,2659,0.024069,1
597,597,2891,2275,5166,2242,1842,4084,9250,,597,2891,2275,5166,2242,1842,4084,9250,0,0.44,597,2891,2275,5166,2242,1842,4084,9250,0.441514,3
432,432,4545,4312,8857,1574,2204,3778,12635,,432,4545,4312,8857,1574,2204,3778,12635,0,0.3,432,4545,4312,8857,1574,2204,3778,12635,0.299011,2
49,49,2805,2662,5467,1324,1853,3177,8644,,49,2805,2662,5467,1324,1853,3177,8644,0,0.37,49,2805,2662,5467,1324,1853,3177,8644,0.367538,2
541,541,0,0,0,0,0,0,0,,541,0,0,0,0,0,0,0,0,0,541,0,0,0,0,0,0,0,0,1
546,546,0,0,0,0,0,0,0,,546,0,0,0,0,0,0,0,0,0,546,0,0,0,0,0,0,0,0,1
592,592,3025,2189,5214,282,339,621,5835,,592,3025,2189,5214,282,339,621,5835,0,0.11,592,3025,2189,5214,282,339,621,5835,0.106427,1
757,757,1670,1426,3096,664,903,1567,4663,,757,1670,1426,3096,664,903,1567,4663,0,0.34,757,1670,1426,3096,664,903,1567,4663,0.33605,2
84,84,2430,1823,4253,997,1216,2213,6466,,84,2430,1823,4253,997,1216,2213,6466,0,0.34,84,2430,1823,4253,997,1216,2213,6466,0.342252,2
132,132,4760,3848,8608,2943,2447,5390,13998,,132,4760,3848,8608,2943,2447,5390,13998,0,0.39,132,4760,3848,8608,2943,2447,5390,13998,0.385055,2
130,130,6734,5443,12177,2888,2402,5290,17467,,130,6734,5443,12177,2888,2402,5290,17467,0,0.3,130,6734,5443,12177,2888,2402,5290,17467,0.302857,2
133,133,5923,4768,10691,1172,1817,2989,13680,,133,5923,4768,10691,1172,1817,2989,13680,0,0.22,133,5923,4768,10691,1172,1817,2989,13680,0.218494,2
124,124,2050,1764,3814,1203,923,2126,5940,,124,2050,1764,3814,1203,923,2126,5940,0,0.36,124,2050,1764,3814,1203,923,2126,5940,0.357912,2
729,729,2379,2047,4426,1446,1108,2554,6980,,729,2379,2047,4426,1446,1108,2554,6980,0,0.37,729,2379,2047,4426,1446,1108,2554,6980,0.365903,2
766,766,4123,3732,7855,218,741,959,8814,,766,4123,3732,7855,218,741,959,8814,0,0.11,766,4123,3732,7855,218,741,959,8814,0.108804,1
771,771,2638,2387,5025,137,467,604,5629,,771,2638,2387,5025,137,467,604,5629,0,0.11,771,2638,2387,5025,137,467,604,5629,0.107301,1
731,731,4457,3487,7944,1957,699,2656,10600,,731,4457,3487,7944,1957,699,2656,10600,0,0.25,731,4457,3487,7944,1957,699,2656,10600,0.250566,2
103,103,571,546,1117,955,820,1775,2892,,103,571,546,1117,955,820,1775,2892,0,0.61,103,571,546,1117,955,820,1775,2892,0.613762,4
114,114,429,344,773,1581,1161,2742,3515,,114,429,344,773,1581,1161,2742,3515,0,0.78,114,429,344,773,1581,1161,2742,3515,0.780085,4
115,115,3,3,6,42,14,56,62,,115,3,3,6,42,14,56,62,0,0.9,115,3,3,6,42,14,56,62,0.903226,5
321,321,45,19,64,639,186,825,889,,321,45,19,64,639,186,825,889,0,0.93,321,45,19,64,639,186,825,889,0.928009,5
319,319,6,3,9,91,27,118,127,,319,6,3,9,91,27,118,127,0,0.93,319,6,3,9,91,27,118,127,0.929134,5
322,322,4,2,6,46,13,59,65,,322,4,2,6,46,13,59,65,0,0.91,322,4,2,6,46,13,59,65,0.907692,5
348,348,153,146,299,76,65,141,440,,348,153,146,299,76,65,141,440,0,0.32,348,153,146,299,76,65,141,440,0.320455,2
347,347,170,162,332,83,72,155,487,,347,170,162,332,83,72,155,487,0,0.32,347,170,162,332,83,72,155,487,0.318275,2
346,346,114,108,222,50,44,94,316,,346,114,108,222,50,44,94,316,0,0.3,346,114,108,222,50,44,94,316,0.297468,2
345,345,6244,5923,12167,2477,2147,4624,16791,,345,6244,5923,12167,2477,2147,4624,16791,0,0.28,345,6244,5923,12167,2477,2147,4624,16791,0.275386,2
262,262,2332,2272,4604,2135,2017,4152,8756,,262,2332,2272,4604,2135,2017,4152,8756,0,0.47,262,2332,2272,4604,2135,2017,4152,8756,0.474189,3
930,930,1719,1486,3205,444,596,1040,4245,,930,1719,1486,3205,444,596,1040,4245,0,0.24,930,1719,1486,3205,444,596,1040,4245,0.244994,2
1471,1471,859,770,1629,623,2631,3254,4883,,1471,859,770,1629,623,2631,3254,4883,0,0.67,1471,859,770,1629,623,2631,3254,4883,0.666394,4
950,950,5010,4206,9216,1586,1108,2694,11910,,950,5010,4206,9216,1586,1108,2694,11910,0,0.23,950,5010,4206,9216,1586,1108,2694,11910,0.226196,2
261,261,2220,2163,4383,1997,1887,3884,8267,,261,2220,2163,4383,1997,1887,3884,8267,0,0.47,261,2220,2163,4383,1997,1887,3884,8267,0.46982,3
246,246,244,221,465,771,460,1231,1696,,246,244,221,465,771,460,1231,1696,0,0.73,246,244,221,465,771,460,1231,1696,0.725825,4
1195,1195,101,92,193,481,287,768,961,,1195,101,92,193,481,287,768,961,0,0.8,1195,101,92,193,481,287,768,961,0.799168,4
284,284,1,0,1,6,5,11,12,,284,1,0,1,6,5,11,12,0,0.92,284,1,0,1,6,5,11,12,0.916667,5
285,285,58,31,89,706,166,872,961,,285,58,31,89,706,166,872,961,0,0.91,285,58,31,89,706,166,872,961,0.907388,5
288,288,87,47,134,1172,819,1991,2125,,288,87,47,134,1172,819,1991,2125,0,0.94,288,87,47,134,1172,819,1991,2125,0.936941,5
291,291,403,217,620,4967,1168,6135,6755,,291,403,217,620,4967,1168,6135,6755,0,0.91,291,403,217,620,4967,1168,6135,6755,0.908216,5
296,296,305,282,587,3694,602,4296,4883,,296,305,282,587,3694,602,4296,4883,0,0.88,296,305,282,587,3694,602,4296,4883,0.879787,5
316,316,964,951,1915,4284,1786,6070,7985,,316,964,951,1915,4284,1786,6070,7985,0,0.76,316,964,951,1915,4284,1786,6070,7985,0.760175,4
299,299,36,15,51,1867,737,2604,2655,,299,36,15,51,1867,737,2604,2655,0,0.98,299,36,15,51,1867,737,2604,2655,0.980791,5
1408,1408,589,599,1188,1028,748,1776,2964,,1408,589,599,1188,1028,748,1776,2964,0,0.6,1408,589,599,1188,1028,748,1776,2964,0.59919,3
228,228,2,2,4,15,9,24,28,,228,2,2,4,15,9,24,28,0,0.86,228,2,2,4,15,9,24,28,0.857143,5
223,223,430,451,881,2199,1338,3537,4418,,223,430,451,881,2199,1338,3537,4418,0,0.8,223,430,451,881,2199,1338,3537,4418,0.800589,4
110,110,1236,1200,2436,427,881,1308,3744,,110,1236,1200,2436,427,881,1308,3744,0,0.35,110,1236,1200,2436,427,881,1308,3744,0.349359,2
220,220,168,176,344,870,529,1399,1743,,220,168,176,344,870,529,1399,1743,0,0.8,220,168,176,344,870,529,1399,1743,0.802639,4
224,224,656,690,1346,3360,2045,5405,6751,,224,656,690,1346,3360,2045,5405,6751,0,0.8,224,656,690,1346,3360,2045,5405,6751,0.800622,4
250,250,1837,1789,3626,1919,1813,3732,7358,,250,1837,1789,3626,1919,1813,3732,7358,0,0.51,250,1837,1789,3626,1919,1813,3732,7358,0.507203,3
1407,1407,1795,1829,3624,4798,3493,8291,11915,,1407,1795,1829,3624,4798,3493,8291,11915,0,0.7,1407,1795,1829,3624,4798,3493,8291,11915,0.695846,4
